reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
35f2ee1d-4504-4db3-9580-190013883556,Anton Temba,https://play-lh.googleusercontent.com/a/ALm5wu2_o_YBQ3QvwJxQhBloWcm2PZUcJZgjvK2m00pF=mo,Ei voi asetuksissa poistaa kova äänistä hälytys äänimerkkiä. Pelkkä notifikaatio riittäisi.,1,0,4.2.21,2021-11-01 11:56:38,,
7f271329-6717-4639-ae59-0b1e091a1eef,RM_ HTMLKoodaaja,https://play-lh.googleusercontent.com/a-/ACNPEu9D1RF3vI061CgxOShUNtCOh-Zs897p0cXUwfrt0Dk,Ihan turha,1,0,,2021-10-31 00:08:31,,
d5977332-6509-4ee7-be13-5d2c93b7f329,Aubrey Bailey,https://play-lh.googleusercontent.com/a-/ACNPEu-q-Cgrm0wE8gxUahHxleXX43a7qqDKhR3KaFvFYhM,"Interface is translated, but notifications are Fnnish-only and not copy/pastable for translate. Essentially useless if there is a real emergency",2,20,4.2.21,2021-10-24 12:57:35,,
4adab31c-933c-4475-bcb7-d863f49ca8e9,Patrik Forsman,https://play-lh.googleusercontent.com/a-/ACNPEu_lqhnR_K88PYbePRaDbKne2zQruvBdjDcq01Tp,"Hyödyllinen sovellus, mutta auta armiasta minkälaista jargonia noi tiedotteet on. Huomaa että tehty jollain automaatilla. Onnettomuuspaikat/tietyöt ilmoitetaan 100 km tieosuuksille ja johonkin risteyksee, teksitiä tyyliin ""...suuntaan Jyväskylän suunnasta..."" yms.",4,0,4.2.21,2021-09-29 08:31:38,,
830099e8-ad93-4333-9b26-e6be59c7124e,J N,https://play-lh.googleusercontent.com/a-/ACNPEu-0Y1ggZpCwmZU7MJmBr9NPIrT-zJHx2Z6VY_tptg,Kysyy heti alussa puhelinnumeron. Kun menet asetuksiin on toimimaton softa jo poistanut sen. Tähänkö pitäisi luottaa? GPS tarkkuus 150m on myös täysin hyödytön.,1,0,4.2.21,2021-09-05 21:26:16,,
d3ec0dc4-c1f5-4291-b43c-6f8ea0e2e9ad,Antti Kinnunen,https://play-lh.googleusercontent.com/a/ALm5wu3Sd_OWXNG_hrmFqaWT9qDXS0NsvKTjG_AgihFS=mo,"Liikennetiedotteet tulevat nykyään aina tuplasti, miksi näin? Jouduin ottamaan pois päältä tämän takia.",4,1,4.2.17,2021-07-06 12:59:26,,
b929e758-75ac-492e-a54c-9b410ad48fee,Kimmo Puranen,https://play-lh.googleusercontent.com/a-/ACNPEu-CVEf60Z5IfCbksxtl6MPcphwf6Ynvqvg3C_P9,Muuten aivan loistava sovellus mutta kun laitoin liikennetiedote-pushviestit päälle niin ne tulee joka kerta tuplana.,3,1,4.2.17,2021-06-23 12:36:52,,
a8e55c1f-4a3c-434b-a4e8-ee248a52f842,Dolby,https://play-lh.googleusercontent.com/a-/ACNPEu_lHLtyinOxnDiKltAz8sMvKkd--7m0Rx0cWMDZyA,"Liikaa spämmiä, viestejä ei pitäisi lähettää mistään häriöistä joita on joka toinen päivä, ja miksi viestit on suomeksi ku sovellus on asetettu englanniksi?",1,2,4.0.3,2021-02-11 12:37:41,,
a32a2b96-737f-4916-a74a-13c90a5df1ec,Tuomas Ahola,https://play-lh.googleusercontent.com/a/ALm5wu344dNYfqlsSnv1rIJQo-33DzuZgD5249T6gXL6r2E=mo,Häiritsevä. Joka toinen päivä tulee ilmoituksia jostain teknisistä ongelmista hätäkeskuksen toimintaan liittyen,2,4,4.0.3,2021-02-11 11:28:30,,
6b34d08a-68e4-46ac-b48e-cd64fabb0ba4,Marcus Soininen,https://play-lh.googleusercontent.com/a-/ACNPEu-VeUNzs8XE1NprUK0xfya87ahS9WSq9XsVXU15zQ,I guess the app works but they keep spamming notifications in Finnish no matter what language is selected so they can shove it up their tailpipes,1,10,4.0.3,2021-02-08 18:13:03,,
c069e0a0-edab-4ee4-befe-795f0480173b,Emilia N.,https://play-lh.googleusercontent.com/a/ALm5wu1ptczkIC5_Fb-7yH8kIaiVVYj-1QO8AKMyH6GL=mo,"Tulee vähän liikaa pakotettuja päätä halkovia piippauksia random aikoihin jostain hätätekstarista eri liittymissä. Aika marginaalinen ongelma varmaan herättää koko Suomen käyttäjät v-u keskellä yötä ja niin edelleen. Keksikää parempi keino tiedottamiseen kyseiselle käyttäjäryhmälle. Otin pois koko sovelluksen, koska tämä vaan jatkuu ja jatkuu.",1,0,,2021-02-08 18:10:14,,
2fe56852-f483-4eb6-ae68-dbed25ce1f62,Markus tolkki,https://play-lh.googleusercontent.com/a-/ACNPEu_7pHoHlLfdOFqOLbZv32iIiLm-0eiM31MmZiPG0g,Hyödyllinen,5,0,4.0.3,2021-01-02 00:13:06,,
6f176114-d514-4ebb-a295-16cc3e9d8e44,Varaloba One,https://play-lh.googleusercontent.com/a/ALm5wu2Ifh0a-V9_r9k_iQq1bVqaNZWYX_LTSuJSe4ZB=mo,"It is difficult to rate an app, that hopefully, you never need to use, but the design, layout and information seems very good, as do the comments from other users, so because of what it is, and what it does, it really needs to be given a 5 star rating.",5,13,4.0.3,2020-11-07 10:05:40,,
69a648ee-b39d-4db9-9b7c-038da82dae6f,Z. Liu,https://play-lh.googleusercontent.com/a/ALm5wu3-5_6lfoXJyKApa3BXKXTCjCKaals42RNval9r=mo,"Have never needed the App, which is a good thing. Just received an alert. Couldn't copy the text to translation app. Hopefully it will be possible to copy the text of alerts.",2,21,4.0.3,2020-10-07 12:12:46,,
8273e27f-548d-4cc0-aaa6-fb0a38a71f47,Tttt Kkkk,https://play-lh.googleusercontent.com/a/ALm5wu1skrczDhTWwhAh4oUFrfy65ISEdURzdZ0tWCGD=mo,"Nykyaikaa! Etenkin paikannus on tärkeä, mutta myös vaarailmoitusten saaminen suoraan käteen/puhelimeen.",5,0,4.0.3,2020-10-02 06:29:25,,
a3955f18-5bba-49f0-9d0d-6f9147167550,Juho Heikkilä,https://play-lh.googleusercontent.com/a-/ACNPEu_rciMQ0kqtKeMP4ek2Qrz1yx4wFcSnvFhm9W_vcA,"Notifikaatioiden hallinta puuttuu. Häiriöt matkapuhelinverkossa eivät oikeastaan kiinnosta kolmelta aamuyöstä ainakaan niin paljon, että haluaisin äänellisiä ilmoituksia.",2,3,4.0.3,2020-09-21 08:33:20,,
b64dbfac-7564-4a0a-8021-71a847ad26b6,Niklas L,https://play-lh.googleusercontent.com/a/ALm5wu3ulguHWlLkJSS9-N-MQAdr8SqPCI0HE0KFN9-McF4=mo,Amateur hour. Kuin jonkun opiskelijan harjoitustyö.,1,1,2.0.19433,2020-09-01 19:53:16,,
f48f7a9d-b32d-47a2-843e-18b093007c1a,UncleFankes,https://play-lh.googleusercontent.com/a-/ACNPEu82VNFi_Nozf9XxV2XBasFpUUNivSR88KHSCSEhmA,Eipä oo tullu onneks käytettyä😅,5,0,4.0.3,2020-05-31 13:15:24,,
516429ad-d4b9-4bb7-a3cb-a981be459238,Kristian,https://play-lh.googleusercontent.com/a-/ACNPEu8d9LFfYqDV0bOTaa27KiujlfZDosmPONqo-DT-WMQ,Huippu päivitys. Löytyy tieto paljon paremmin,5,10,4.0.3,2020-05-31 01:29:35,,
548fe798-a9c8-41f4-a65d-caa31611c096,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Usefull,5,1,3.1.0,2020-04-27 22:54:26,,
001a11ff-378f-4236-b52e-205b35e50a53,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very useful app. Shows automatically your location to emergency room. It has many other emergency numbers too. Authorities are able to send you public notifications.,5,14,2.0.0,2020-04-01 13:34:12,,
e5ab655e-2867-428e-b741-124b182e0d88,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Puhelin ilmoitti että sovellus haki sijaintini taustalla. Sain sovelluksen ladatessani sellaisen kuvan että sijaintia käytettäisiin vain hätäpuhelun yhteydessä.,1,3,,2020-02-22 09:47:35,,
2122120f-5a46-446f-b1dd-5059e014edbd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Hienoa ettei notifikaation teksti näy kokonaan ja puuttuu dropdown symboli, millä olisi nähnyt koko tekstin mitä yritettiin testeissä lähettää. Monet appsit osaa sen nykyään. Takaisin opettelemaan koodin vääntöä androideihin.",3,9,2.0.0,2020-02-11 12:18:48,,
1cb5c8fc-7cfc-48a3-abac-285beb203a6e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ohjelma olisi mahdollisesti hyvä hätätilanteessa vaikka retkeilemässä johonkin kivikkoon jalkansa rikkoneena. Ikävä kyllä puhelimen sijaintia täytyisi jatkuvasti pitää päällä jotta ohjelmasta saisi täyden hyödyn, lisäksi vaikka ei pitäisi, niin ohjelma näyttää jatkuvasti tällaista ilmoitusta JOTA EI PYSTY PIILOTTAMAAN. Tuon häiritsevän ilmoituksen takia poistan 112 appin.",3,0,2.0.0,2020-01-19 19:23:15,,
9135b3e5-051c-4f06-bca6-4b3571be2139,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tarkempi paikannettavuus parantaa avunsaantia, ladatkaa ihmeessä!",5,2,2.0.0,2020-01-03 12:01:59,,
aecdbe57-76c9-42e3-8207-e281e942e932,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"GPS on päällä kokoajan ja kuluttaa akkua, sovelluksen sulkeminen ei auta. Voisi lähettää muutakin tietoa kuin vain sijainnin.",2,12,2.0.0,2019-12-21 16:41:02,,
71c47c0a-fa30-4821-a5f0-7ce1adf23896,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Hätätiedotteesta ei tullut notikaatiota eikä äänimerkkiä.,3,1,2.0.19433,2019-11-22 16:30:16,,
87da710c-ee78-4f04-87a6-07a257465d8d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Oikestaan aika surkea töherrys, ei voi syöttää mitään tietoja itsestä josta voisi olla hyötyä hätäkeskukselle esim allergia, lähiomaiset, kotiosoite tai lyhyt seloste terveydentilasta jos on jotain erityistä. Jos saan kohtauksen niin en ehkä kykene puhumaan tai toimimaan niin että voisin neuvoa mitään. Kukahan koulupoika tämänkin kötöstyksen on tehnyt, toivotaan ettei tarvitse koskaan käyttää.",1,7,2.0.19433,2019-09-23 22:46:18,,
252394be-15c1-4056-b6fb-4f506fbf7b23,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sovellus on helppo ja hyvin käytännöllinen. Itselläni oli sovellus kännykässä hätätilanteessa, mutta en shokissa pystynyt avaamaan sitä vaan soitin normaalisti hätänumeroon. Huomasin kuitenkin, miten vaikea oli shokissa neuvoa sijaintia, josta en edes ollut täysin varma, joten sovelluksen käyttö normipuhelun sijaan olisi varmasti ollut parempi ratkaisu. Toivottavasti ei ole tarvetta jatkossa soitella hätänumeroon, mutta nyt ainakin tiedän sovelluksen lievittävän hätätilanteen shokkia.",4,2,2.0.19433,2019-08-21 12:54:44,,
3d2505b4-a98d-49ba-a71d-72cf5083f4f4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Has some additional features, such as Hotline for Missing Children, confidential Child and Youth Phone and few others. Also you can check if in your area some public danger announcement was made. Did not see it in practice, just assume most of the features there are useful.",5,32,2.0.19433,2019-07-03 10:44:55,,
f1e00133-2a27-4ae8-86ef-6476a2f1dd72,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Jos on totta että sovellusta voi käyttää vain jos on antanut sille etukäteen puhelinnumeronsa se on rikollisen huono. Suurin osa käyttäjistä ei tiedä sitä ja hätätilanteessa ei välttämättä pysty sitä numeroa kirjoittamaan, etenkin jos joutuu toisen puhelimella tekemään hälytyksen.",1,32,2.0.19433,2019-07-01 18:35:15,,
62fd0743-ca98-443d-9599-0e4dbe4dbcde,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ohjelman ulkoasu näyttää selkeältä käyttää. Tietoja välilehdellä olevista linkeistä ei kumpikaan toimi. Käyttäjä ei siis pysty lukemaan käyttöehtoja tai tietosuojalausuntoa.,3,1,2.0.19433,2019-06-21 21:12:20,,
453a8b4f-b341-47ec-ad54-6d5930573836,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ohjelma vain antaa vain sijainnin minkä puhelimet tekee muutenkin nykyään. Ei kysy nimeä, ikää, osoitetta, allegioita, lääkitystä, verityyppiä, sairauksia, sosiaaliturvatunnusta, lähi omaista, omaisen puhelin numeroa. Naantalissa kun ei ole poliisia lainkaan niin mietityttää mitä iloa tästä on. Kaikki millä on väliä, puuttuu tästä ohjelmasta.",1,21,2.0.19433,2019-05-07 09:07:27,,
463b9fa7-c411-4684-8501-8377174e7fdb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,worked really well. Got help 5 min from making the call. Was in the park without accurate address,5,4,2.0.19433,2019-04-20 11:46:47,,
71cb2899-2866-4c5b-a9e6-aab79deae5a6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it is good beginning,2,0,2.0.19433,2019-03-30 12:37:53,,
bbe4cded-fc18-44d8-8572-91dd98b0e465,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ohjelmassa ei ole paljon tekstiä, joten yhdyssana-virheiden löytäminen ei pitäisi olla kovin vaikeaa. ""Apua hätä ja..""=> ""Apua hätä- ja ..."". Uuden 31.01.2019-päivityksen myötä tuli paljon lisää vaatimuksia oikeuksille kuten että sallitaan käynnistyminen puhelimen kynnistyksen yhteydessä. Tätä en hyväksy, sillä se syö akkua kun ohjelma ajetaan taustalla. Sääli että joudun poistamaan tämän apin. Toivottavasti kukaan ei osu kohdalle joka tarvitsee apua ja kuole tämän takia!",1,15,2.0.19433,2019-03-16 20:07:01,,
7f7253f9-82ef-4c50-9783-15285c29a5ec,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,hyvää,5,1,2.0.19433,2019-02-27 18:41:09,,
104ad205-3c63-409c-8ade-ee2aad56e747,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sovelluksessa pitäisi olla mahdollisuus paikkakunnan manuaaliseen määrittämiseen esim. alueellisten vaaraviestien saamiseksi. Nyt tuo toimii vain jos gps on päällä 24/7!,3,12,2.0.19433,2019-02-11 11:41:46,,
72a00853-2921-4e46-9f6b-7fd740b47f26,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ei oikein hädässä ole apua tuosta kun kyselee aina puhelinnumeroa. Ilmeisesti bugi. Näkyy olevan normaalia julkisten IT-projektien tasoa. Miten on mahdollista että ei ole testeissä tullut ilmi ennen julkaisua?,5,12,1.2.9,2019-02-01 11:34:02,,
ccf418aa-553b-46f2-ae5a-f18b5fd46349,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app is not necessary anymore... All android phones send the coordinates to the emergency center instantly when you call.,2,28,1.1.145,2019-01-31 19:10:39,,
15679991-4e6b-4f3a-be2a-ac9949c81886,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Easy to use. Hope ill never have to tho,4,48,2.0.19433,2019-01-30 19:40:04,,
473dc5ae-7d94-4a15-b704-504ab6b111c6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Did not call 112 Papa died for nothing,5,2,1.1.145,2018-12-12 13:02:40,,
91378440-9b7a-49e4-a09b-0164b24f4791,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I've used this 2-3 times and everytime they ask me to desribe my location. Doesn't seem to work for whatever reason.,2,6,1.2.9,2018-09-09 08:57:45,,
877c8aba-ff14-4760-82c0-a9a0ef87e275,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Toimivan oloinen sovellus, mutta toimivuudesta ei voi sanoa paljoa koska 
onneksi ei vielä ole tarvetta tälle ollut. Ulkonäkö voisi olla hieman 
modernimpi, tällä hetkellä näyttää 90 luvulla tehdyltä.",3,7,1.2.9,2018-08-04 10:49:28,,
4c7428ed-5967-4b63-8b99-6fe66b27ed93,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ruotsinkieliset käännökset on kökköjä! ""Konfidentiell stöd för barn och 
ungar"" -> Konfidentiellt stöd för barn och unga. (Ungar tarkoittaa 
""pennuille"") ""Hjälp till dem som utnyttjar offentlig service"" -> Hjälp till 
dem som använder offentlig service (utnyttja = käyttää hyväkseen, 
använda=käyttää)",3,20,1.2.9,2018-05-28 11:36:17,,
e0c09170-98ce-405d-97eb-ba3d72c00779,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Forgets your phone number on device reboot and asks for it when you launch the app.  This is irresponsible and will cause someone to not get help in time. It is borderline criminal to have this app available. Why does it even need your number? Fix it or remove it.,1,17,1.2.6,2018-03-02 19:17:38,,
f389b847-aed0-4f7d-a460-64ff1bb53973,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It should have the ability to upload or share pictures and video of incidents and anonymously. just spotted a drunk driver who smoked a cigarette while filling gas. nowhere to upload. and i dont want to give my info, just offer a tip about a hazard. and gps on automatically.",3,1,,2018-02-18 15:44:33,,
b908680c-37c4-4c48-8810-8c6b5d421274,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Wonder what happens with dual-SIM as the app asks for just one phone number.,4,13,1.2.6,2018-02-04 14:51:21,,
f1a2a2c6-6ce6-404f-b907-19d9851fd44a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This is a good app to have just in case,5,1,1.1.205,2017-12-29 18:16:36,,
162659b0-5aac-4837-ba3d-5006e8f2ff2d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Everyone should install this for their own safety if emergency happens,5,1,1.1.205,2017-12-28 13:28:22,,
1cd42195-e1b2-4c2f-b1bd-c8a48d5294a3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Varmuuden vuoksi ja helpottamaan hädässä.,5,3,1.1.205,2017-12-05 17:21:29,,
3bcda8cc-f6c0-484d-ab15-a9c27e91efb3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pitäis olla pieni kartta myös niin soittaja voisi tarkistaa että näkyykö sijainti oikein,3,12,1.1.206,2017-09-20 09:05:14,,
